Destination,(All),,,,,,,,,,Kebutuhan (pcs),Pcs/Koli,Under,Over,,,,
334,N-P1P3P-P720,Putri Platinum Neutralizer Step 2 720 Ml (Pc(S)),,"2,939",396,0,0,12,"3,347","2,794",157,21,12,"47,568","3,240",existing,0,"6,575"
336,LU-P1P3P-P720,Putri Platinum Pustreite Step 1 720 Ml (Pc(S)),,"2,079",348,204,0,0,"2,631","1,780",81,33,12,"88,198",924,existing,0,"3,555"
339,C-P1-P450,Putri Cold Wave 450 Ml (Pc(S)),,"1,518",42,0,0,0,"1,560",880,41,38,12,"34,685",724,existing,0,"2,284"
340,C-P1-P2,Putri Cold Wave 2 L (Pc(S)),,1,0,0,0,0,1,30,0,2,4,"92,162",0,existing,0,1
343,N-P1L-P450,Putri Neutralizer Lotion 450 Ml (Pc(S)),,732,24,0,0,0,756,685,38,20,12,"30,721",0,existing,0,756
344,N-P1L-P2,Putri Neutralizer Lotion 2 L (Pc(S)),,0,0,0,0,0,0,30,0,0,4,"78,090",0,existing,0,0
346,LU-P1-P240,Putri Pustreite Step 1 240 Ml (Pc(S)),,8,0,0,0,0,8,0,0,#DIV/0!,24,"25,518",0,to be discontinued,0,8
347,LU-P1-P720,Putri Pustreite Step 1 720 Ml (Pc(S)),,"1,722",228,0,0,0,"1,950",821,36,54,12,"61,937",720,existing,229,"2,899"
349,FL-P1-P720,Putri Pustreite Step 2 720 Ml (Pc(S)),,"1,647",300,0,0,0,"1,947","1,228",47,42,12,"42,117",756,existing,945,"3,648"
350,HC-P1A2-P200,Putri Pure Clean Hair Conditioner Apple 200 Ml (Pc(S)),,"2,819","1,446",120,0,0,"4,385","3,919",151,29,24,"15,360","3,552",existing,0,"7,937"
351,HC-P1A2-P450,Putri Pure Clean Hair Conditioner Apple 450 Ml (Pc(S)),,"2,224",928,48,0,0,"3,200","2,850",118,27,12,"22,297","1,512",existing,"2,173","6,885"
352,HC-P1A2-P2,Putri Pure Clean Hair Conditioner Apple 2 L (Pc(S)),,430,27,0,0,0,457,226,9,49,3,"66,396",285,existing,0,742
355,HC-P1F-P200,Putri Pure Clean Hair Conditioner Floral 200 Ml (Pc(S)),,"2,824",600,24,0,0,"3,448","2,666",101,34,24,"15,360",696,existing,"1,416","5,560"
356,HC-P1F-P450,Putri Pure Clean Hair Conditioner Floral 450 Ml (Pc(S)),,"2,917",282,60,0,0,"3,259","2,266",73,44,12,"22,297",540,existing,0,"3,799"
357,HC-P1F-P2,Putri Pure Clean Hair Conditioner Floral 2 L (Pc(S)),,337,84,0,0,38,459,222,6,78,3,"66,396",105,existing,0,526
360,S-P1A2-P200,Putri Pure Clean Shampoo Apple 200 Ml (Pc(S)),,"3,613","1,752",72,0,0,"5,437","4,640",176,31,24,"16,847","4,872",existing,0,"10,309"
361,S-P1A2-P450,Putri Pure Clean Shampoo Apple 450 Ml (Pc(S)),,"2,458",432,0,0,0,"2,890","3,435",105,28,12,"22,297",228,existing,"2,028","5,146"
362,S-P1A2-P2,Putri Pure Clean Shampoo Apple 2 L (Pc(S)),,565,102,0,0,0,667,369,13,51,3,"82,748",345,existing,0,"1,012"
363,S-P1A2-P5,Putri Pure Clean Shampoo Apple 5 L (Pc(S)),,0,0,0,0,0,0,0,1,0,1,"130,315",0,existing,0,0
364,S-P1A2-P20,Putri Pure Clean Shampoo Apple 20 L (Pc(S)),,0,0,0,0,0,0,0,0,#DIV/0!,1,"463,784",0,existing,0,0
365,S-P1L-P200,Putri Pure Clean Shampoo Lemon 200 Ml (Pc(S)),,"3,072",252,0,0,24,"3,348","2,664",89,38,24,"16,847",960,existing,"1,285","5,569"
366,S-P1L-P450,Putri Pure Clean Shampoo Lemon 450 Ml (Pc(S)),,"2,104",132,24,0,0,"2,260","1,436",57,40,12,"22,297","1,896",existing,0,"4,156"
367,S-P1L-P2,Putri Pure Clean Shampoo Lemon 2 L (Pc(S)),,258,75,0,0,0,333,198,7,51,3,"82,748",441,existing,0,774
368,S-P1L-P5,Putri Pure Clean Shampoo Lemon 5 L (Pc(S)),,0,0,0,0,0,0,0,0,#DIV/0!,1,"130,315",0,existing,0,0
369,S-P1L-P20,Putri Pure Clean Shampoo Lemon 20 L (Pc(S)),,0,0,0,0,0,0,0,0,#DIV/0!,1,"463,784",0,existing,0,0
370,S-P1G-P200,Putri Shampoo Ginseng 200 Ml (Pc(S)),,"2,430","1,272",48,0,17,"3,767","3,245",139,27,24,"16,847","2,040",existing,"1,216","7,006"
376,HM-P1SPA-P720,Putri Spa Series Hair Mask 720 Ml (Pc(S)),,462,30,0,0,0,492,228,10,49,12,"99,099",132,existing,0,624
377,HT-P1SEL2-P200D,"Hair Tonic Spa Energizing Lemon, 200 Ml",,"1,029",144,0,0,0,"1,173",446,17,70,24,"35,676",288,existing,0,"1,461"
378,HT-P1SEL2-P450,"Hair Tonic Spa Energizing Lemon, 450 Ml",,618,12,0,0,0,630,300,3,210,12,"51,036",168,existing,0,798
379,HT-P1SRL-P200D,"Hair Tonic Spa Relaxing Lavender, 200 Ml",,600,84,0,0,0,684,358,16,43,24,"35,676",216,existing,0,900
380,HT-P1SRL-P450,"Hair Tonic Spa Relaxing Lavender, 450 Ml",,930,72,0,0,0,"1,002",429,13,80,12,"51,036",0,existing,0,"1,002"
381,MSS-P1C-P1,Putri Massage Cream 1 Kg (Pc(S)),,915,114,0,0,0,"1,029",462,14,75,6,"45,586",768,existing,0,"1,797"
382,LW-P1-P150,Putri Olive Body Scrub 150 Ml (Pc(S)),,643,42,0,0,0,685,264,10,67,42,"23,288",0,existing,0,685
384,LW-P1-P720,Putri Olive Body Scrub 720 Ml (Pc(S)),,279,0,0,0,0,279,96,3,89,12,"68,874",396,existing,0,675
389,S-P1SEL2-P450,Putri Spa Energizing Shampoo (Lemon) 450 Ml (Pc(S)),,370,0,0,0,6,376,159,6,58,12,"25,270",0,existing,18,388
391,S-P1SRL-P450,Putri Spa Relaxing Shampoo (Lavender) 450 Ml (Pc(S)),,786,12,0,0,0,798,243,9,90,12,"25,270",0,existing,0,798
392,HSP-P1N1B3N-P200,Putri Hair Spray Non Aerosol Normal (Biru) 200 Ml (Pc(S)),,"1,762",96,0,0,1,"1,859",771,27,69,24,"30,721",0,existing,0,"1,858"
394,HSP-P1N1B3N-P450,Putri Hair Spray Non Aerosol Normal (Biru) 450 Ml (Pc(S)),,407,12,0,0,0,419,737,8,50,12,"44,495",0,existing,84,503
395,HSP-P1N1G1S-P200,Putri Hair Spray Non Aerosol Strong (Hijau) 200 Ml (Pc(S)),,"1,665",186,0,0,0,"1,851","1,014",22,84,24,"33,694",480,existing,0,"2,331"
397,HSP-P1N1G1S-P450,Putri Hair Spray Non Aerosol Strong (Hijau) 450 Ml (Pc(S)),,681,48,0,0,0,729,420,13,56,12,"51,532",0,existing,160,889
398,SGL-P1-P200,Putri Styling Glaze 200 Ml (Pc(S)),,463,192,0,0,0,655,390,15,44,24,"25,766",120,existing,0,775
399,SL-P1-P200,Putri Setting Lotion 200 Ml (Pc(S)),,877,114,0,0,0,991,286,9,116,24,"23,288",696,existing,0,"1,687"
400,WJ-P1WS-P100,Putri Wet Jelly 100 Ml (Pc(S)),,"1,903",224,0,0,0,"2,127","1,075",48,44,32,"10,901","1,472",existing,0,"3,599"
401,WL-P1-P100,Putri Wet Look 100 Ml (Pc(S)),,"5,916","2,088",36,0,18,"8,058","6,310",241,33,36,"11,892","3,492",existing,"5,560","17,092"
515,SRM-H-MO33ML,Make Over Hydration Serum 33 Ml (Pc(S)),,"5,913","1,580",130,0,0,"7,623","6,749",355,21,20,"117,928","15,972",existing,0,"23,595"
516,CON-C-MO11ML,Make Over Camouflage Cream Face Concealer 5x2g (Pc(S)),,"2,217",452,0,0,1,"2,670","1,193",70,38,55,"145,676","1,239",existing,935,"4,843"
517,TC-FC-MO14G,Make Over Face Contour Kit 14 G (Pc(S)),,"2,963","1,152",24,0,4,"4,143","3,156",117,36,24,"125,856","1,102",existing,"1,488","6,729"
518,F-C1PC01-MO12G,Make Over Perfect Cover Creamy Foundation 01 Rich Almond 12 G (Pc(S)),,1,0,0,0,0,1,0,0,#DIV/0!,24,"128,829",0,to be discontinued,0,1
526,F-LUC01-MO33ML,Make Over Ultra Cover Liquid Matt Foundation 01 Ochre 33 Ml (Pc(S)),,"4,858","2,480",80,0,24,"7,442","4,260",211,35,20,"146,667","4,065",existing,"4,920","16,403"
527,F-LUC02-MO33ML,Make Over Ultra Cover Liquid Matt Foundation 02 Pink Shade 33 Ml (Pc(S)),,"3,761","1,360",120,0,3,"5,244","3,095",148,36,20,"146,667","1,979",existing,"4,920","12,140"
528,F-LUC03-MO33ML,Make Over Ultra Cover Liquid Matt Foundation 03 Nude Silk 33 Ml (Pc(S)),,"4,944","2,820",400,0,1,"8,165","5,139",298,27,20,"146,667","9,520",existing,0,"17,684"
529,F-LUC04-MO33ML,Make Over Ultra Cover Liquid Matt Foundation 04 Amber Rose 33 Ml (Pc(S)),,"2,699",860,60,0,3,"3,622","1,870",74,49,20,"146,667","3,385",existing,0,"7,004"
530,F-LUC05-MO33ML,Make Over Ultra Cover Liquid Matt Foundation 05 Velvet Nude 33 Ml (Pc(S)),,"3,116","2,120",140,0,3,"5,379","2,928",137,39,20,"146,667","5,436",existing,0,"10,812"
531,F-LUC06-MO33ML,Make Over Ultra Cover Liquid Matt Foundation 06 Beige Blast 33 Ml (Pc(S)),,"1,560",660,42,0,4,"2,266","1,389",46,50,20,"146,667","2,023",existing,0,"4,285"
532,F-LUC07-MO33ML,Make Over Ultra Cover Liquid Matt Foundation 07 Caramel 33 Ml (Pc(S)),,"1,647",300,20,0,2,"1,969","1,068",27,72,20,"146,667",280,existing,0,"2,247"
533,F-LUC08-MO33ML,Make Over Ultra Cover Liquid Matt Foundation 08 Pearl 33 Ml (Pc(S)),,"2,695","1,500",0,0,3,"4,198","2,356",91,46,20,"146,667","2,880",existing,0,"7,075"
534,F-LUC09-MO33ML,Make Over Ultra Cover Liquid Matt Foundation 09 Crème Rose 33 Ml (Pc(S)),,"1,619",520,0,0,4,"2,143","1,051",42,52,20,"146,667","1,320",existing,0,"3,459"
535,TC-PC01-MO14G,"Perfect Cover Twc 01 Lace, 14 Gr",,2,0,0,0,0,2,0,0,#DIV/0!,1,"148,649",0,inactive,0,2
536,TC-PC02-MO14G,"Perfect Cover Twc 02 Coral, 14 Gr",,6,0,0,0,0,6,0,0,#DIV/0!,1,"148,649",0,inactive,0,6
539,TC-PC05-MO14G,"Perfect Cover Twc 05 Cinnamon, 14 Gr",,2,0,0,0,0,2,0,0,#DIV/0!,1,"148,649",0,inactive,0,2
540,TC-PC06-MO14G,"Perfect Cover Twc 06 Cappuccino, 14 Gr",,5,0,0,0,0,5,0,0,#DIV/0!,1,"148,649",0,inactive,0,5
544,TC-RPC01-MO14G,"Refill Perfect Cov. Twc 01 Lace, 14 Gr",,3,0,0,0,0,3,0,0,#DIV/0!,1,"98,108",0,inactive,0,3
545,TC-RPC02-MO14G,"Refill Perfect Cov. Twc 02 Coral, 14 Gr",,3,0,0,0,0,3,0,0,#DIV/0!,1,"98,108",0,inactive,0,3
546,TC-RPC03-MO14G,"Refill Perfect Cov. Twc 03 Maple, 14 Gr",,1,0,0,0,0,1,0,0,#DIV/0!,1,"98,108",0,inactive,0,1
548,TC-RPC05-MO14G,"Refill Perfect Cov. Twc 05 Cinnamon, 14 Gr",,5,0,0,0,0,5,0,0,#DIV/0!,1,"98,108",0,inactive,0,5
551,TC-RPC08-MO14G,"Refill Perfect Cov. Twc 08 Honey, 14 Gr",,5,0,0,0,0,5,0,0,#DIV/0!,1,"98,108",0,inactive,0,5
554,B-SPC-MO24GR,Make Over Shimmering Powder Chrystalist 24 Gr (Pc(S)),,0,0,0,0,0,0,0,0,#DIV/0!,24,"148,649",0,inactive,0,0
557,B-PT01-MO35G,Make Over Silky Smooth Translucent Powder 01 Porcelain 35 G (Pc(S)),,"8,374","1,700",238,0,6,"10,318","8,102",462,22,204,"130,811","8,468",existing,"8,160","26,940"
558,B-PT02-MO35G,Make Over Silky Smooth Translucent Powder 02 Rosy 35 G (Pc(S)),,"6,663","1,122",102,0,0,"7,887","6,344",329,24,204,"130,811","5,984",existing,"8,160","22,031"
559,B-PT03-MO35G,Make Over Silky Smooth Translucent Powder 03 Champagne 35 G (Pc(S),,"4,177",272,0,0,0,"4,449","1,815",70,63,68,"130,811","3,192",existing,0,"7,641"
560,B-PT04-MO35G,Make Over Silky Smooth Translucent Powder 04 Toffee 35 G (Pc(S)),,"2,379",170,34,0,0,"2,583","1,185",51,50,68,"130,811",578,existing,510,"3,671"
561,B-PT05-MO35G,Make Over Silky Smooth Translucent Powder 05 Snow 35 G (Pc(S)),,"4,383",544,0,0,0,"4,927","2,410",126,39,68,"130,811","2,080",existing,"1,598","8,605"
584,ES-PFP-MO2G,Make Over Powder Eye Shadow Frozen Pink 2 G (Pc(S)),,176,0,0,0,0,176,0,1,309,144,"77,297",0,to be discontinued,0,176
585,ES-PGK-MO2G,Make Over Powder Eye Shadow Gold Knight 2 G (Pc(S)),,103,0,0,0,1,104,0,0,#DIV/0!,144,"77,297",0,to be discontinued,0,103
586,ES-PGA-MO2G,Make Over Powder Eye Shadow Golden Attack 2 G (Pc(S)),,107,0,0,0,2,109,0,1,191,144,"77,297",4,to be discontinued,0,111
588,ES-PHI-MO2G,Make Over Powder Eye Shadow Holy Ice 2 G (Pc(S)),,38,0,0,0,0,38,0,0,#DIV/0!,144,"77,297",0,to be discontinued,0,38
601,"ES-BV-MOR3,5G","Make Over Sges Brown Vegas Refill Pack 3,5 G (Pc(S))",,0,0,0,0,0,0,0,0,#DIV/0!,144,"49,550",0,inactive,0,0
621,ES-SPG-MO2G,Make Over Sparkling Powder Gold 2 G (Pc(S)),,683,0,0,0,0,683,564,4,192,144,"64,414",20,existing,0,703
622,ES-SPS-MO2G,Make Over Sparkling Powder Silver 2 G (Pc(S)),,752,0,0,0,0,752,497,8,96,144,"64,414",78,existing,0,830
623,ES-TBG-MO6G,Make Over Trivia Eye Shadow Black Goddiva 6 G (Pc(S)),,664,0,0,0,1,665,398,6,108,36,"93,153",0,existing,0,664
624,ES-TEB-MO6G,Make Over Trivia Eye Shadow Emperor Brown 6 G (Pc(S)),,"2,552",582,3,0,37,"3,174","2,166",94,34,36,"93,153","1,953",existing,"1,944","7,034"
625,ES-TGE-MO6G,Make Over Trivia Eye Shadow Golden Espress 6 G (Pc(S)),,"2,341",108,37,0,1,"2,487",985,38,65,36,"93,153",899,existing,504,"3,889"
626,ES-TIS-MO6G,Make Over Trivia Eye Shadow Indian Summer 6 G (Pc(S)),,"3,292",684,42,0,35,"4,053","3,082",147,28,36,"93,153","4,578",existing,"2,412","11,008"
627,ES-TN-MO6G,Make Over Trivia Eye Shadow Natural Nude 6 G (Pc(S)),,"1,639",144,0,0,0,"1,783",703,29,62,36,"93,153",612,existing,0,"2,395"
629,ES-TSB-MO6G,Make Over Trivia Eye Shadow Skycrapping Blue 6 G (Pc(S)),,857,36,0,0,0,893,144,4,223,36,"93,153",0,existing,0,893
633,ES-TENS-MO6G,Make Over Trivia Eye Shadow Enchanting Nude Spell 6 G (Pc(S)),,"1,331",0,0,0,0,"1,331",497,23,58,36,"93,153",654,existing,504,"2,489"
634,ES-TLFS-MO6G,Make Over Trivia Eye Shadow Love At First Sight 6 G (Pc(S)),,462,0,0,0,0,462,168,5,98,36,"93,153",0,existing,216,678
635,ES-TDOC-MO6G,Make Over Trivia Eye Shadow Dolly Crush 6 G (Pc(S)),,504,0,0,0,0,504,451,4,114,36,"93,153",2,existing,0,506
636,ES-TMFT-MO6G,Make Over Trivia Eye Shadow Magical Fairy Tale 6 G (Pc(S)),,462,36,0,0,0,498,325,4,134,36,"93,153",4,existing,0,502
637,"EB-PBL-MO1,14G","Make Over Eyebrow Pencil Black Lines 1,14 G (Pc(S))",,"5,716",480,0,0,3,"6,199","2,597",99,63,240,"64,414","1,391",existing,0,"7,587"
638,"EB-PBE-MO1,14G","Make Over Eyebrow Pencil Brown To Earth 1,14 G (Pc(S))",,"7,995",960,246,0,6,"9,207","4,953",227,41,240,"64,414","32,231",existing,0,"41,432"
640,"EL-PBJ-MO1,2G","Make Over Eye Liner Pencil Black Jack 1,2 G (Pc(S))",,"12,042","1,560",360,0,22,"13,984","8,412",339,41,120,"85,225","49,530",existing,0,"63,492"
641,"EL-PBL-MO1,2G","Make Over Eye Liner Pencil Brown Latte 1,2 G (Pc(S))",,"4,834",600,122,0,1,"5,557","3,331",66,84,120,"85,225","1,005",existing,0,"6,561"
642,"EL-PNB-MO1,2G","Make Over Eye Liner Pencil Navy Blue 1,2 G (Pc(S))",,"5,120",240,0,0,0,"5,360","2,778",21,255,120,"85,225","2,184",existing,0,"7,544"
643,"EL-PWT-MO1,2G","Make Over Eye Liner Pencil White Techno 1,2 G (Pc(S))",,"5,884","1,080",120,0,0,"7,084","4,342",79,90,120,"85,225","9,433",existing,0,"16,517"
649,EL-PSL-MO1.2G,"Make Over Eye Liner Pencil Silver Lines 1,2 G (Pc(S))",,"5,846",600,0,0,0,"6,446","3,983",70,92,120,"85,225","4,636",existing,0,"11,082"
650,EL-PNS-MO1.2G,"Make Over Eye Liner Pencil Nude Sleek 1,2 G (Pc(S))",,"3,198",794,122,0,1,"4,115","2,199",22,183,120,"85,225","3,127",existing,0,"7,241"
652,P-ELPBJ-MO,Make Over Eye Liner Pencil Package Black Jack (Pc(S)),,145,0,0,0,1,146,24,2,64,84,"103,063",7,to be discontinued,0,152
656,BO-SKPF01-MO6G,Make Over Bo Single 01 Pink Fantasist 6 G (Pc(S)),,"1,501",180,72,0,0,"1,753",819,26,68,36,"92,162",216,existing,0,"1,969"
658,BO-SKPS03-MO6G,Make Over Bo Single 03 Promiscious Peach 6g (Pc(S)),,"3,728",684,72,0,0,"4,484","3,332",172,26,36,"92,162","4,248",existing,"1,188","9,920"
661,BO-SKCS06-MO6G,Make Over Bo Single 06 Caribbean Sunset 6 G (Pc(S)),,"2,098",648,36,0,1,"2,783","1,967",81,34,36,"92,162","2,088",existing,"1,728","6,598"
662,BO-SKSS07-MO6G,Make Over Bo Single 07 Scarlet Sheen 6 G (Pc(S)),,"2,122",144,0,0,0,"2,266","1,593",33,69,36,"92,162",12,existing,0,"2,278"
663,BO-SKCC08-MO6G,Make Over Bo Single 08 Cruise Coral 6 G (Pc(S)),,"1,798",36,0,0,4,"1,838","1,802",37,50,36,"92,162",0,existing,324,"2,158"
664,BO-SKST09-MO6G,Make Over Bo Single 09 Summer Twist 6 G (Pc(S)),,"2,036",360,38,0,5,"2,439","1,549",67,36,36,"92,162","1,003",existing,960,"4,397"
665,"BO-SPF01-MOR3,5G","Make Over Bo 01 Pink Fantasist Refill Pack 3,5 G (Pc(S))",,83,0,0,0,0,83,6,2,53,144,"46,577",19,to be discontinued,0,102
667,"BO-SPS03-MO3,5G","Make Over Bo 03 Promiscious Peach Refill Pack 3,5 G (Pc(S))",,85,0,0,0,0,85,6,5,18,144,"46,577",3,to be discontinued,0,88
670,"BO-SCS06-MO3,5G","Make Over Bo 06 Caribbean Sunset Refill Pack 3,5 G (Pc(S))",,45,0,0,0,1,46,18,5,9,144,"46,577",6,to be discontinued,0,51
673,BO-SST09-MO3.5G,Make Over Bo 09 Summer Twist Refill Pack 3.5 G (Pc(S)),,116,0,0,0,0,116,42,1,82,144,"46,577",6,to be discontinued,0,122
674,BO-CM-MO20G,Make Over Cheek Marbles 20 G (Pc(S)),,"1,478",84,0,0,0,"1,562",609,13,119,24,"201,171",194,existing,"1,128","2,884"
675,"BO-PPS-MO8X3,5G","Make Over Perfect Shade Blush On Palette 8x3,5 G (Pc(S))",,"1,162",96,0,0,3,"1,261",462,19,67,24,"302,252",691,existing,0,"1,949"
677,L-CLRP02-MO4G,Make Over Creamy Lust Lipstick 02 Retro Pink 4 G (Pc(S)),,0,12,0,0,0,12,0,0,#DIV/0!,12,"77,297",0,inactive,0,12
678,L-CLRP03-MO4G,Make Over Creamy Lust Lipstick 03 Raisin Plum 4 G (Pc(S)),,0,0,0,0,1,1,0,0,#DIV/0!,12,"77,297",0,inactive,0,0
680,L-CLRR05-MO4G,Make Over Creamy Lust Lipstick 05 Red Rhapsody 4 G (Pc(S)),,0,0,0,0,1,1,0,0,#DIV/0!,12,"77,297",0,inactive,0,0
683,L-CLTB08-MO4G,Make Over Creamy Lust Lipstick 08 Twilight Buff 4 G (Pc(S)),,0,0,0,0,1,1,0,0,#DIV/0!,12,"77,297",0,inactive,0,0
684,L-CLCH09-MO4G,Make Over Creamy Lust Lipstick 09 Clover Haze 4 G (Pc(S)),,3,0,0,0,2,5,0,0,#DIV/0!,12,"77,297",0,inactive,0,3
687,L-CLNP12-MO4G,Make Over Creamy Lust Lipstick 12 Nude In Paradise 4 G (Pc(S)),,0,0,0,0,0,0,0,0,#DIV/0!,12,"77,297",0,inactive,0,0
692,"L-PPP03-MO5X1,7G","Make Over Lip Color Palette Poprock Peach 03 5x1,7 G (Pc(S))",,1,0,0,0,0,1,0,0,#DIV/0!,50,"141,712",0,inactive,0,1
705,L-LFP-MO5ML,Make Over Liquid Lip Color Flare Pink 5 Ml (Pc(S)),,0,0,0,0,0,0,0,0,#DIV/0!,12,"76,306",0,inactive,0,0
709,L-LH-MO5ML,Make Over Liquid Lip Color Hazelnut 5 Ml (Pc(S)),,9,0,0,0,0,9,0,0,#DIV/0!,12,"76,306",0,to be discontinued,0,9
714,L-LRT-MO5ML,Make Over Liquid Lip Color Red Temptation 5 Ml (Pc(S)),,2,0,0,0,0,2,0,0,#DIV/0!,12,"76,306",0,inactive,0,2
719,"L-UHCR005-MO2,5G","Ultra Hi-Matte Lips. 005 Champagne Rose, 2.5 Gr",,0,0,0,0,3,3,0,0,#DIV/0!,12,"88,198",0,inactive,0,0
722,"L-UHRR008-MO2,5G","Ultra Hi-Matte Lips. 008 Runway Rebel 2,5 G",,12,0,0,0,0,12,0,0,#DIV/0!,1,"88,198",0,inactive,0,12
727,"L-UHOP013-MO2,5G","Ultra Hi-Matte Lips. 013 Orange Pop 2,5 G",,0,0,0,0,0,0,0,0,#DIV/0!,1,"88,198",0,inactive,0,0
733,"L-USRJ04-MO3,8G","Make Over Ultra Shine Lipstick 04 Reddish Junk 3,8 G (Pc(S))",,0,0,0,0,4,4,0,0,#DIV/0!,12,"77,297",0,inactive,0,0
734,"L-USTR05-MO3,8G","Make Over Ultra Shine Lipstick 05 Tahitian Red 3,8 G (Pc(S))",,0,0,0,0,1,1,0,0,#DIV/0!,12,"77,297",0,inactive,0,0
735,"L-USGR06-MO3,8G","Make Over Ultra Shine Lipstick 06 Gorgeous Red 3,8 G (Pc(S))",,0,0,0,0,1,1,0,0,#DIV/0!,12,"77,297",0,inactive,0,0
741,"L-USNF12-MO3,8G","Make Over Ultra Shine Lipstick 12 Nudist Freak 3,8 G (Pc(S))",,0,0,0,0,3,3,0,0,#DIV/0!,12,"77,297",0,inactive,0,0
748,"LB-M-MO3,8G","Make Over Lipbalm Lip Nutrition Melon Crazy 3,8 G (Pc(S))",,"1,048",0,0,0,0,"1,048",898,19,54,144,"49,550",16,existing,0,"1,064"
749,"LB-OC-MO3,8G","Make Over Lipbalm Lip Nutrition Orange Crush 3,8 G (Pc(S))",,864,42,0,0,0,906,676,19,48,144,"49,550",0,existing,288,"1,194"
750,"LB-V-MO3,8G","Make Over Lipbalm Lip Nutrition Vanilla Latte 3,8 G (Pc(S))",,861,0,0,0,0,861,812,12,71,144,"49,550",50,existing,144,"1,055"
758,2PR--MO100ML,Make Over Make Up Remover 100 Ml (Pc(S)),,"2,007",378,27,0,2,"2,414","1,385",56,43,24,"63,423","1,352",existing,0,"3,764"
759,FT1--MO100ML,Make Over Toner 100 Ml (Pc(S)),,25,0,0,0,0,25,0,0,#DIV/0!,18,"50,541",2,to be discontinued,0,27
761,EYE-LS-MO,Make Over Eye Lash Curler (Pc(S)),,3,0,0,0,0,3,0,0,#DIV/0!,32,"101,081",0,inactive,0,3
762,BRUS-20L-MO,Make Over 20 Pcs Brush Set (Leather Bag) (Pc(S)),,139,0,0,0,1,140,0,0,#DIV/0!,1,"772,973",0,to be discontinued,0,139
763,BRUS-M0545-MO,Professional Mini Brush Set 5 Pcs (0545),,0,0,0,0,0,0,0,0,#DIV/0!,1,"192,252",0,inactive,0,0
764,SHAR-SM-MO,Make Over Small Sharpener (Pc(S)),,"1,367",232,345,0,2,"1,946","1,608",67,29,1,"25,766","1,179",existing,0,"3,123"
769,B-BMLPF1-EM8GR,Emina Bare With Me Mineral Loose Powder 01 Fair 8 Gr (Pcs)),,2,0,0,0,1,3,0,0,#DIV/0!,48,"52,523",0,inactive,0,2
770,B-BMLPLB2-EM8GR,Emina Bare With Me Mineral Loose Powder 02 Light Beige 8 Gr (Pcs)),,1,0,0,0,9,10,0,0,#DIV/0!,48,"52,523",0,inactive,0,1
771,B-BMLPA3-EM8GR,Emina Bare With Me Mineral Loose Powder 03 Amber 8 Gr (Pcs)),,2,0,0,0,0,2,0,0,#DIV/0!,48,"52,523",0,inactive,0,2
773,BBC-BBL-EM20ML,Emina Beauty Bliss Bb Cream Light 20 Ml (Pc(S)),,7,0,0,0,3,10,0,0,#DIV/0!,60,"33,198",0,to be discontinued,0,7
774,BBC-BBN-EM20ML,Emina Beauty Bliss Bb Cream Natural 20 Ml (Pc(S)),,24,0,0,0,0,24,0,0,#DIV/0!,60,"33,198",0,to be discontinued,0,24
775,BO-CLCPI-EM10ML,Emina Cheek Lit Cream Blush Pink 10 Ml (Pc(S)),,"3,149","1,412",0,0,0,"4,561","3,627",215,21,70,"31,712","9,590",existing,"5,040","19,191"
776,BO-CLCPE-EM10ML,Emina Cheek Lit Cream Blush Peach 10 Ml (Pc(S)),,"3,557",834,70,0,9,"4,470","3,188",142,31,70,"31,712","5,600",existing,0,"10,061"
777,BO-CLPPB-EM3.5GR,Emina Cheek Lit Pressed Blush Bittersweet 3.5 Gr (Pc(S)),,"5,584","1,800",240,0,4,"7,628","5,884",272,28,120,"38,153","1,200",existing,"2,880","11,704"
778,BO-CLPPMCB-EM3.5GR,Emina Cheek Lit Pressed Blush Cherry Blossoms 3.5 Gr (Pc(S)),,"2,154",368,0,0,0,"2,522","1,984",100,25,120,"38,153",6,existing,"2,400","4,928"
779,BO-CLPPCCC-EM3.5GR,Emina Cheek Lit Pressed Blush Cotton Candy 3.5 Gr (Pc(S)),,"6,009","1,871",120,0,36,"8,036","6,224",331,24,120,"38,153","2,160",existing,"5,760","15,920"
780,BO-CLPPPML-EM3.5GR,Emina Cheek Lit Pressed Blush Marshmallow Lady 3.5 Gr (Pc(S)),,"6,448","2,238",360,0,0,"9,046","7,792",412,22,120,"38,153","1,560",existing,"5,760","16,366"
781,BO-CLPCS-EM3.5GR,Emina Cheek Lit Pressed Blush Sugarcane 3.5 Gr (Pc(S)),,"4,873","1,440",720,0,0,"7,033","4,801",228,31,120,"38,153",480,existing,"2,880","10,393"
782,BO-CLPPTVB-EM3.5GR,Emina Cheek Lit Pressed Blush Violet Berry 3.5 Gr (Pc(S)),,"2,990","1,080",0,0,0,"4,070","2,903",135,30,120,"38,153",0,existing,"2,880","6,950"
783,TC-CCM-EM12GR,Emina City Chic Cc Cake Meringue 12 Gr (Pc(S)),,5,0,0,0,0,5,0,0,#DIV/0!,30,"50,541",0,to be discontinued,0,5
784,TC-CCP-EM12GR,Emina City Chic Cc Cake Peach 12 Gr (Pc(S)),,3,0,0,0,0,3,0,0,#DIV/0!,30,"50,541",0,to be discontinued,0,3
785,TC-CCB-EM12GR,Emina City Chic Cc Cake Butterscotch 12 Gr (Pc(S)),,12,0,0,0,0,12,0,0,#DIV/0!,30,"50,541",0,to be discontinued,0,12
